,id,name,artists,duration_ms,release_date,year,popularity,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key
223,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,183956,2013-09-09,2013,90,False,0.136,0.464,0.417,0.022,0.0974,-9.345,0.0256,67.528,0.479,0,0
224,1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),"Travis Scott, SZA, Future",353754,2023-07-28,2023,78,True,0.575,0.458,0.535,0.0,0.168,-4.854,0.0281,82.826,0.216,0,5
225,6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Lana Del Rey,209156,2023-05-19,2023,83,False,0.678,0.485,0.348,0.167,0.118,-11.576,0.0257,99.898,0.145,0,6
226,5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,SZA,180853,2022-12-09,2022,84,True,0.805,0.358,0.284,0.0,0.183,-8.285,0.0285,99.796,0.276,1,7
227,4P9Q0GojKVXpRTJCaL3kyy,All Of The Girls You Loved Before,Taylor Swift,221407,2019-08-23,2019,73,False,0.71,0.729,0.467,4.53e-05,0.129,-9.682,0.0419,96.042,0.401,1,2
228,3iHzKA9HlXf5wsGdsrsnSA,Forget Me,Lewis Capaldi,203666,2023-05-19,2023,72,False,0.327,0.451,0.754,0.0,0.332,-3.749,0.0864,203.894,0.674,0,1
229,6iF4RgIjDvDqyW13PezSj3,Single Soon,Selena Gomez,171655,2023-08-25,2023,70,False,0.00863,0.61,0.571,0.0,0.131,-5.649,0.0782,105.01,0.747,1,2
230,4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,167303,2022-05-20,2022,87,False,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,0,6
231,5mjYQaktjmjcMKcUIcqz4s,Strangers,Kenya Grace,172964,2023-09-01,2023,77,False,0.701,0.628,0.523,0.00274,0.219,-8.307,0.0946,169.982,0.416,0,11
232,3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,212241,2023-03-24,2023,75,False,0.0025,0.629,0.733,0.0,0.357,-5.445,0.0419,120.001,0.362,1,7
233,0HD8mbiPjp3o94X3EaZp0o,exes,Tate McRae,159400,2023-11-17,2023,26,True,0.164,0.822,0.578,0.000252,0.11,-6.542,0.0582,136.966,0.627,0,5
234,2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,206019,2023-11-03,2023,90,False,0.0447,0.711,0.809,0.0,0.339,-4.389,0.0955,106.017,0.816,0,2
235,3r8RuvgbX9s7ammBn07D3W,Ditto,NewJeans,185506,2022-12-19,2022,77,False,0.027,0.814,0.641,0.0,0.0993,-5.957,0.111,133.854,0.183,0,6
236,0Nfh4u0J4bajcyp5pzaWCx,Used To Be Young,Miley Cyrus,191185,2023-08-25,2023,59,False,0.582,0.626,0.63,0.0,0.13,-3.834,0.0377,147.029,0.421,1,4
237,07bsRv0pcpbG4zJeLsUs1p,Eyes Closed,Ed Sheeran,194848,2023-03-24,2023,4,False,0.302,0.777,0.526,0.0,0.105,-6.221,0.0645,107.071,0.389,1,2
238,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,200690,2022-10-21,2022,82,False,0.121,0.633,0.648,2.62e-06,0.161,-6.645,0.062,96.888,0.49,1,4
239,56xHMIfQPoe0prrSi3BGhf,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,205483,2023-11-03,2023,72,False,0.834,0.409,0.347,4.55e-06,0.121,-8.159,0.0359,141.332,0.199,0,11
240,6pD0ufEQq0xdHSsRbg9LBK,un x100to,"Grupo Frontera, Bad Bunny",194563,2023-04-17,2023,75,False,0.228,0.569,0.724,0.0,0.27,-4.076,0.0474,83.118,0.562,0,6
241,7ABLbnD53cQK00mhcaOUVG,LALA,Myke Towers,197920,2023-03-23,2023,82,True,0.0739,0.708,0.737,0.00162,0.0955,-4.045,0.0436,91.986,0.607,1,1
242,23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,Peggy Gou,231545,2023-06-15,2023,76,False,0.12,0.671,0.876,0.188,0.0823,-5.681,0.0352,129.998,0.964,0,7
243,3xIMkM5LgbVDkpO74O3Np3,Rush,Troye Sivan,156391,2023-07-13,2023,26,True,0.00242,0.728,0.841,9.09e-05,0.106,-7.682,0.0567,125.991,0.402,0,10
244,5AqiaZwhmC6dIbgWrD5SzV,"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",188361,2023-06-01,2023,71,True,0.146,0.785,0.726,0.0,0.0952,-6.422,0.0372,133.118,0.622,0,5
245,609E1JCInJncactoMmkDon,BESO,"ROSALÍA, Rauw Alejandro",194543,2023-03-24,2023,76,False,0.736,0.768,0.644,0.000837,0.173,-6.671,0.136,95.05,0.53,0,5
246,6T7FXSuXykeGktMLGp8WgE,All My Life (feat. J. Cole),"Lil Durk, J. Cole",223878,2023-05-26,2023,67,True,0.0449,0.787,0.57,0.0,0.135,-5.881,0.225,142.974,0.733,1,3
247,4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna,125040,2023-06-16,2023,82,True,0.119,0.847,0.622,0.0,0.285,-6.747,0.0903,130.001,0.22,0,1
248,0yUaLqhsVsguBpoOPL4cO7,In Ha Mood,Ice Spice,129360,2023-01-06,2023,63,True,0.678,0.767,0.722,1.1e-05,0.231,-6.586,0.31,141.075,0.52,1,0
249,4VMRsbfZzd3SfQtaJ1Wpwi,Double Fantasy (with Future),"The Weeknd, Future",268235,2023-04-21,2023,69,True,0.00572,0.613,0.573,2.58e-06,0.432,-7.277,0.0345,119.041,0.124,0,9
250,3zkyus0njMCL6phZmNNEeN,LET GO,Central Cee,174246,2022-12-15,2022,72,True,0.848,0.747,0.413,0.0,0.17,-11.197,0.488,146.05,0.481,0,2
251,1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,Loreen,183374,2023-02-25,2023,79,False,0.243,0.545,0.779,1.66e-06,0.123,-6.235,0.0751,150.002,0.303,0,3
252,2NbsBSshscKIPRG3kwBbfo,Never Felt So Alone,Labrinth,160166,2023-04-07,2023,67,False,0.499,0.436,0.409,0.000166,0.38,-4.438,0.0533,98.357,0.363,1,5
253,1yHVHoz6Ny29gbbWJYVnFt,Heaven,Niall Horan,186043,2023-02-17,2023,2,False,0.0708,0.571,0.761,0.0,0.331,-3.485,0.0261,91.991,0.681,1,5
254,4FAKtPVycI4DxoOHC01YqD,Yandel 150,"Yandel, Feid",216148,2023-01-13,2023,72,True,0.0492,0.783,0.729,0.000272,0.1,-3.549,0.0691,167.968,0.58,0,6
255,2mnXxnrX5vCGolNkaFvVeM,La Jumpa,"Arcángel, Bad Bunny",255693,2022-12-01,2022,68,True,0.298,0.713,0.703,0.0,0.321,-5.769,0.194,123.06,0.576,1,8
256,6XbtvPmIpyCbjuT0e8cQtp,Columbia,Quevedo,186000,2023-07-07,2023,81,False,0.369,0.668,0.712,2.13e-05,0.108,-5.927,0.0381,100.02,0.264,1,5
257,0by9UaVYUrKUz2TVAmK0Pg,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie",219453,2023-06-05,2023,0,False,0.481,0.636,0.537,0.0,0.113,-7.902,0.0817,140.133,0.199,1,0
258,6UN73IYd0hZxLi8wFPMQij,Players,Coi Leray,139560,2022-11-30,2022,68,True,0.0269,0.948,0.512,8.57e-06,0.0504,-5.74,0.146,105.004,0.599,0,6
259,3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",140017,2023-04-06,2023,81,False,0.00126,0.602,0.91,0.000174,0.12,-3.404,0.0308,127.944,0.228,1,7
260,6OfOzTitafSnsaunQLuNFw,DOGTOOTH,"Tyler, The Creator",161041,2023-03-31,2023,71,True,0.505,0.706,0.648,0.0,0.215,-6.348,0.324,77.533,0.802,1,8
261,37CoOXIsgF3NzbK1zHZetk,Mona Lisa (Spider-Man: Across the Spider-Verse),Dominic Fike,186066,2023-06-02,2023,64,False,0.231,0.759,0.646,0.0,0.161,-7.603,0.12,111.043,0.445,1,1
262,1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Luke Combs,265493,2023-03-24,2023,82,False,0.186,0.712,0.603,0.0,0.115,-5.52,0.0262,97.994,0.67,1,8
263,6ehWdR7cGDXnT7aKEASJxE,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",201812,2023-09-29,2023,74,True,0.0322,0.853,0.824,0.0,0.0859,-3.287,0.103,108.044,0.888,1,1
264,3RaCGXCiiMufRPoexXxGkV,Slime You Out (feat. SZA),"Drake, SZA",310490,2023-09-15,2023,67,True,0.508,0.483,0.408,0.0,0.259,-9.243,0.0502,88.88,0.105,0,5
265,7dJYggqjKo71KI9sLzqCs8,Agora Hills,Doja Cat,265360,2023-09-22,2023,75,True,0.228,0.75,0.674,8.91e-05,0.122,-6.128,0.097,123.026,0.392,0,8
266,73RbfOTJIjHzi2pcVHjeHM,What It Is (Solo Version),Doechii,189824,2023-03-17,2023,71,True,0.061,0.74,0.758,1.44e-06,0.0967,-5.851,0.0921,171.925,0.757,0,1
267,3XB5uhhlYSnkxpSihkNQwh,QLONA,"KAROL G, Peso Pluma",172797,2023-08-11,2023,72,True,0.541,0.843,0.741,1.88e-06,0.0879,-7.486,0.293,169.933,0.45,0,7
268,4sx6NRwL6Ol3V6m9exwGlQ,LOVE AGAIN,The Kid LAROI,146640,2023-01-27,2023,64,False,0.447,0.584,0.455,0.0,0.113,-6.211,0.0276,107.055,0.367,0,11
269,11xC6P3iKYpFThT6Ce1KdG,Attention,Doja Cat,277043,2023-06-16,2023,61,True,0.118,0.759,0.567,0.0278,0.105,-7.911,0.248,87.981,0.421,1,2
270,2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",251667,2024-08-16,2024,100,False,0.308,0.521,0.592,0.0,0.122,-7.777,0.0304,157.969,0.535,0,6
271,5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",169917,2024-10-18,2024,97,False,0.0283,0.777,0.783,0.0,0.355,-4.477,0.26,149.027,0.939,0,0
272,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,210373,2024-05-17,2024,97,False,0.2,0.747,0.507,0.0608,0.117,-10.171,0.0358,104.978,0.438,1,2
273,7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,170887,2024-07-19,2024,92,False,0.00289,0.66,0.756,0.0,0.193,-3.743,0.032,116.034,0.838,0,0
274,1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",225880,2024-09-26,2024,92,True,0.496,0.694,0.651,1.36e-05,0.0787,-6.968,0.0784,112.648,0.471,1,6
275,7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,166300,2024-10-18,2024,88,True,0.214,0.554,0.808,0.0,0.159,-4.169,0.0368,108.548,0.372,1,1
276,5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,157279,2024-08-23,2024,94,False,0.101,0.674,0.907,0.0,0.297,-4.086,0.064,112.964,0.721,1,3
277,2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,211978,2024-07-26,2024,92,False,0.682,0.494,0.413,6.72e-05,0.193,-10.432,0.0254,94.938,0.273,1,11
278,2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,175459,2024-08-23,2024,88,True,0.131,0.699,0.776,5.36e-06,0.205,-5.282,0.0293,103.963,0.708,1,0
279,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,218423,2024-04-05,2024,94,False,0.0502,0.7,0.582,0.0,0.0881,-5.96,0.0356,116.712,0.785,0,11
280,3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,261466,2024-05-17,2024,92,False,0.612,0.467,0.247,0.000271,0.17,-12.002,0.0431,148.101,0.126,0,6
281,1QoyuMHNBe7lg3YW4Qtll4,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator, Daniel Caesar",197019,2024-10-28,2024,89,True,0.357,0.576,0.884,0.0,0.368,-5.058,0.555,150.45,0.373,1,0
282,0xGQTpN4ESETtl1Sp6rzd2,São Paulo (feat. Anitta),"The Weeknd, Anitta",301623,2024-10-31,2024,82,True,0.0412,0.574,0.659,0.0002,0.0921,-7.377,0.0768,127.347,0.506,0,5
283,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",256000,2024-09-27,2024,92,True,0.0584,0.769,0.722,2.56e-06,0.111,-5.485,0.0507,119.973,0.57,0,11
284,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,195824,2024-06-21,2024,93,False,0.446,0.924,0.668,0.000594,0.0678,-6.795,0.0469,128.027,0.787,1,11
285,3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,180304,2024-04-05,2024,89,False,0.151,0.472,0.471,0.0,0.14,-5.692,0.0603,105.029,0.219,1,10
286,2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,186365,2024-08-23,2024,87,True,0.257,0.675,0.586,0.0,0.104,-6.086,0.0531,107.015,0.621,1,9
287,3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,208211,2015-04-06,2015,88,False,0.968,0.448,0.369,0.272,0.638,-9.514,0.0452,174.097,0.0998,1,9
288,5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,226600,2014-11-17,2014,90,False,0.859,0.672,0.52,0.0,0.115,-7.747,0.0353,120.001,0.37,1,8
289,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,240400,2013-04-22,2013,90,False,0.0495,0.612,0.807,0.0177,0.101,-2.81,0.0336,124.053,0.398,1,10
290,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",180386,2017-07-21,2017,89,True,0.371,0.558,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,0.62,1,6
291,51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,157146,2024-06-21,2024,90,True,0.656,0.53,0.406,0.0,0.133,-7.507,0.033,115.94,0.338,1,10
