,id,name,artists,duration_ms,release_date,year,popularity,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key
93,5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,ROSALÍA,157017,2022-07-28,2022,71,True,0.184,0.919,0.623,1.63e-05,0.0609,-6.521,0.0992,130.037,0.775,1,7
94,4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,168601,2021-08-13,2021,72,True,0.299,0.695,0.54,0.0,0.367,-5.692,0.0493,121.932,0.415,1,4
95,7rglLriMNBPAyuJOMGwi39,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",202735,2021-10-22,2021,67,False,0.0354,0.795,0.8,7.25e-05,0.0915,-6.32,0.0309,116.032,0.934,1,1
96,50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,207853,2021-10-25,2021,83,False,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,1,2
97,0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",154486,2022-06-24,2022,68,False,0.619,0.881,0.592,1.32e-05,0.0901,-4.898,0.0324,101.058,0.719,1,2
98,1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,237720,2017-06-23,2017,76,False,0.148,0.671,0.673,5.29e-05,0.304,-6.941,0.0444,121.963,0.494,0,11
99,0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,143901,2021-09-17,2021,74,True,0.00614,0.737,0.846,0.0,0.0486,-4.51,0.22,87.981,0.546,0,1
100,3RfTeIrWS8LNrfHYwechtt,Sunroof,"Nicky Youre, dazy",163025,2021-11-26,2021,19,False,0.35,0.768,0.716,0.0,0.15,-5.11,0.0404,131.43,0.841,1,10
101,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,148485,2022-05-13,2022,80,False,0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,139.994,0.825,1,0
102,09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, Moliy",204763,2021-09-16,2021,73,True,0.433,0.87,0.523,2.07e-05,0.113,-8.052,0.0602,110.02,0.319,0,1
103,1ri9ZUkBJVFUdgwzCnfcYs,MAMIII,"Becky G, KAROL G",226088,2022-02-10,2022,69,False,0.0934,0.843,0.7,0.0,0.14,-3.563,0.0803,93.991,0.899,0,4
104,6mmPpaltUZK7xjNlBPQQ0p,Desesperados,"Rauw Alejandro, Chencho Corleone",224996,2021-12-10,2021,80,True,0.356,0.869,0.694,0.00125,0.0878,-3.35,0.0783,90.02,0.511,0,1
105,4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Nicki Minaj,170977,2022-08-12,2022,67,True,0.0645,0.95,0.891,1.77e-05,0.309,-2.653,0.241,133.01,0.912,1,2
106,2SLwbpExuoBDZBpjfefCtV,Out of Time,The Weeknd,214193,2022-01-06,2022,73,False,0.255,0.65,0.76,0.0,0.339,-4.422,0.0446,93.057,0.838,0,0
107,59CfNbkERJ3NoTXDvoURjj,Boyfriend,Dove Cameron,153000,2022-02-11,2022,71,True,0.232,0.345,0.612,0.0,0.194,-6.543,0.0608,179.773,0.232,0,7
108,0skYUMpS0AcbpjcGsAbRGj,Pink Venom,BLACKPINK,186964,2022-08-19,2022,62,False,0.0202,0.798,0.697,0.0,0.259,-7.139,0.0891,90.031,0.745,1,0
109,34ZAzO78a5DAVNrYIGWcPm,Shirt,SZA,181830,2022-10-28,2022,63,True,0.146,0.824,0.453,0.0273,0.0896,-9.604,0.0968,119.959,0.552,0,3
110,5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,184613,2019-10-04,2019,83,True,0.0186,0.755,0.562,0.000231,0.18,-8.947,0.0355,116.931,0.368,0,9
111,6zJejIfVYLgjud3lTk4DLB,SNAP,Rosa Linn,179551,2022-07-15,2022,0,False,0.107,0.565,0.636,9.9e-06,0.447,-8.198,0.0638,170.01,0.525,1,0
112,2DB4DdfCFMw1iaR6JaR03a,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",206070,2022-04-07,2022,69,False,0.182,0.756,0.697,0.0,0.333,-6.377,0.0401,94.996,0.956,1,8
113,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,Cris Mj,153750,2022-01-21,2022,6,True,0.0924,0.87,0.548,4.6e-05,0.0534,-5.253,0.077,96.018,0.832,0,10
114,7dSZ6zGTQx66c2GF91xCrb,PROVENZA,KAROL G,210200,2022-04-22,2022,71,False,0.656,0.87,0.516,0.00823,0.11,-8.006,0.0541,111.005,0.53,1,1
115,58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,Elley Duhé,184447,2020-01-10,2020,74,False,0.0228,0.41,0.611,0.0,0.116,-8.271,0.0467,185.727,0.0899,0,4
116,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",173381,2021-10-28,2021,73,False,0.237,0.728,0.783,0.0,0.434,-4.424,0.266,77.011,0.555,0,11
117,28JBD8p18xNuOfyV7Cotdn,Massive,Drake,336924,2022-06-17,2022,67,False,0.114,0.499,0.671,0.0169,0.148,-6.774,0.0561,124.994,0.0557,0,4
118,2KukL7UlQ8TdvpaA7bY3ZJ,BREAK MY SOUL,Beyoncé,278281,2022-06-21,2022,60,False,0.0575,0.687,0.887,2.21e-06,0.27,-5.04,0.0826,114.941,0.853,0,1
119,0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",192840,2022-06-03,2022,75,True,0.121,0.733,0.67,0.0,0.121,-6.009,0.0751,100.964,0.472,1,5
120,3Kkjo3cT83cw09VJyrLNwX,Oh My God,Adele,225148,2021-11-19,2021,73,False,0.091,0.534,0.725,0.0,0.0264,-3.906,0.046,88.098,0.55,1,1
121,52xJxFP6TqMuO4Yt0eOkMz,We Don't Talk About Bruno,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",216120,2021-11-19,2021,71,False,0.357,0.577,0.45,0.0,0.111,-8.516,0.0834,205.863,0.83,0,0
122,76YSWx6L6FNsuaP6GWBb8P,All For Us,"Labrinth, Zendaya",191710,2019-11-21,2019,73,False,0.0108,0.46,0.66,0.000139,0.34,-6.642,0.0652,141.722,0.18,1,3
123,3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,"Lost Frequencies, Calum Scott",148197,2021-07-30,2021,75,False,0.515,0.671,0.636,0.000411,0.172,-8.117,0.103,120.966,0.262,0,6
124,38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,210575,2022-09-22,2022,70,True,0.148,0.637,0.715,0.0,0.0892,-4.971,0.0455,141.872,0.308,0,2
125,4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,178146,2021-05-21,2021,82,True,0.335,0.563,0.664,0.0,0.0849,-5.044,0.154,166.928,0.688,1,9
126,1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,The Weeknd,188918,2022-01-06,2022,69,True,0.0296,0.735,0.795,3.18e-05,0.0678,-6.523,0.113,122.0,0.905,0,11
127,7mFj0LlWtEJaEigguaWqYh,Sweetest Pie,"Megan Thee Stallion, Dua Lipa",201334,2022-03-11,2022,66,True,0.167,0.814,0.628,0.0,0.101,-7.178,0.221,123.977,0.677,1,7
128,3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",258298,2022-05-06,2022,80,False,0.08,0.647,0.686,1.34e-06,0.528,-5.745,0.0413,79.928,0.268,0,3
129,46IZ0fSY2mpAiktS3KOqds,Easy On Me,Adele,224694,2021-11-19,2021,82,False,0.578,0.604,0.366,0.0,0.133,-7.519,0.0282,141.981,0.13,1,5
130,35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,196519,2022-10-28,2022,67,False,0.899,0.247,0.299,0.0,0.131,-6.083,0.0315,177.115,0.172,1,9
131,1wtOxkiel43cVs0Yux5Q4h,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",256124,2022-10-21,2022,67,True,0.701,0.663,0.321,0.000598,0.107,-13.527,0.0409,110.021,0.153,1,9
132,00Blm7zeNqgYLPtW6zg8cj,One Right Now (with The Weeknd),"Post Malone, The Weeknd",193506,2021-11-05,2021,68,True,0.0361,0.687,0.781,0.0,0.0755,-4.806,0.053,97.014,0.688,1,1
133,3LtpKP5abr2qqjunvjlX5i,Doja,Central Cee,97392,2022-07-21,2022,77,True,0.38,0.911,0.573,0.0,0.403,-7.43,0.288,140.04,0.972,1,6
134,6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,172626,2021-06-25,2021,82,True,0.0888,0.824,0.764,0.00294,0.117,-4.175,0.0854,107.998,0.881,0,5
135,2rurDawMfoKP4uHyb2kJBt,Te Felicito,"Shakira, Rauw Alejandro",172235,2022-04-21,2022,70,False,0.234,0.695,0.636,0.0,0.081,-4.654,0.317,174.14,0.575,1,5
136,0ARKW62l9uWIDYMZTUmJHF,Shut Down,BLACKPINK,175889,2022-09-16,2022,64,False,0.00291,0.814,0.704,0.0,0.182,-5.146,0.036,110.056,0.621,1,0
137,6Xom58OOXk2SoU711L2IXO,Moscow Mule,Bad Bunny,245939,2022-05-06,2022,79,True,0.294,0.804,0.674,1.18e-06,0.115,-5.453,0.0333,99.968,0.292,0,5
138,5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,162637,2022-05-26,2022,76,False,0.583,0.835,0.679,1.98e-06,0.218,-5.329,0.0364,124.98,0.85,0,7
139,1oFAF1hdPOickyHgbuRjyX,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,"The Weeknd, Ariana Grande",191013,2020-03-20,2020,79,False,0.0215,0.65,0.825,2.44e-05,0.0936,-4.645,0.0325,118.091,0.593,1,0
140,5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",141805,2021-07-23,2021,19,True,0.0383,0.591,0.764,0.0,0.103,-5.484,0.0483,169.928,0.478,1,1
141,3gXWe15nwrjfhjYQ5RqLx7,29,Demi Lovato,163027,2022-08-17,2022,51,True,0.00507,0.322,0.698,0.0,0.249,-3.812,0.0542,183.963,0.288,0,1
142,0U1W2LZVUX7qTm7dDpqxh6,When You're Gone,Shawn Mendes,172266,2022-03-31,2022,68,False,0.0248,0.603,0.691,0.0,0.583,-5.805,0.0372,147.148,0.577,1,5
143,6N1K5OVVCopBjGViHs2IvP,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",185422,2022-02-11,2022,62,False,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,1,0
144,6LtHYDgYHRCHoKK3snfr2w,I’m Tired (with Zendaya) - Bonus Track,"Labrinth, Zendaya",187943,2022-02-28,2022,59,False,0.651,0.375,0.133,0.0,0.0695,-10.624,0.0352,131.721,0.192,0,0
145,1vbn9fEyw1IYhqgZJdu9ZB,Falling Back,Drake,266178,2022-06-17,2022,57,False,0.238,0.718,0.758,0.00653,0.11,-8.29,0.0703,118.989,0.349,1,10
146,0sTlGEld0h8kIPZaKDYUf4,Notion,The Rare Occasions,195120,2021-12-02,2021,79,False,0.0673,0.309,0.883,0.00111,0.0849,-3.825,0.0808,159.488,0.312,1,9
147,1BSMpVGWs3v5BZKnAQziAc,Light Switch,Charlie Puth,185680,2022-01-20,2022,23,False,0.105,0.69,0.626,0.000335,0.0881,-5.693,0.306,184.009,0.912,1,6
148,62Yo3FDddWY8ydu6PW2wyz,Nail Tech,Jack Harlow,206385,2022-02-18,2022,57,True,0.00508,0.677,0.557,8.36e-06,0.0984,-8.409,0.0694,150.127,0.1,1,1
149,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",189893,2022-04-29,2022,81,True,0.314,0.463,0.642,0.0,0.0686,-4.474,0.34,83.389,0.339,1,1
150,2KdKh9vHbKW0tZLqtpxxI0,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",193322,2022-04-29,2022,62,True,0.127,0.81,0.655,8.16e-05,0.105,-6.779,0.0698,150.002,0.809,0,8
151,5S9Zs5g9lTWnLIboN1pdlU,Fingers Crossed,Lauren Spencer Smith,175344,2022-01-05,2022,0,False,0.616,0.603,0.473,0.0,0.31,-7.23,0.0511,109.494,0.446,1,5
152,3GYlZ7tbxLOxe6ewMNVTkw,TV,Billie Eilish,281380,2022-07-21,2022,81,False,0.83,0.412,0.236,0.00653,0.147,-15.159,0.0379,140.214,0.119,0,4
153,0IuVhCflrQPMGRrOyoY5RW,she's all i wanna be,Tate McRae,206772,2022-02-04,2022,15,False,0.0134,0.614,0.644,7.07e-06,0.117,-5.372,0.0426,160.036,0.651,0,2
154,2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,216680,2022-04-08,2022,74,False,0.598,0.697,0.336,0.00528,0.107,-10.395,0.0424,82.029,0.31,1,9
155,10SRMwb9EuVS1K9rYsBfHQ,Yet To Come,BTS,193593,2022-06-10,2022,66,False,0.0432,0.559,0.885,0.0,0.333,-4.515,0.189,172.029,0.683,1,1
156,0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,182906,2022-05-06,2022,71,True,0.0777,0.801,0.601,3.23e-05,0.145,-7.574,0.255,159.969,0.74,0,8
157,5MMW4CZsZiZt2iuqAXzzWC,The Heart Part 5,Kendrick Lamar,332228,2022-05-08,2022,54,True,0.183,0.7,0.812,0.0,0.0756,-8.128,0.297,97.405,0.801,0,1
158,1Hohk6AufHZOrrhMXZppax,ALIEN SUPERSTAR,Beyoncé,215459,2022-07-29,2022,65,True,0.00453,0.545,0.641,6.59e-05,0.171,-6.398,0.0998,121.892,0.464,0,10
159,2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,222800,2021-12-01,2021,69,False,0.616,0.398,0.286,0.000146,0.0912,-11.881,0.033,78.262,0.0666,1,7
160,1O9AseW10CTi6nBLoj0O6K,SKIN OF MY TEETH,Demi Lovato,162516,2022-06-10,2022,38,True,1.29e-05,0.458,0.947,0.0,0.179,-2.308,0.221,130.941,0.478,0,11
161,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"David Guetta, Bebe Rexha",175238,2022-08-26,2022,85,True,0.00383,0.561,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0,7
162,72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,"Elton John, Britney Spears",202245,2022-08-26,2022,69,False,0.0746,0.667,0.75,0.000198,0.197,-4.602,0.0906,126.041,0.486,1,0
163,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"Rema, Selena Gomez",239317,2022-08-25,2022,79,False,0.382,0.801,0.806,0.000669,0.114,-5.206,0.0381,106.999,0.802,1,11
164,0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,177720,2021-09-01,2021,76,False,0.727,0.539,0.508,0.0,0.174,-6.05,0.0288,101.358,0.227,1,10
165,3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,Taylor Swift,174782,2022-10-21,2022,75,False,0.71,0.604,0.375,5.87e-05,0.116,-11.637,0.0633,137.651,0.203,1,0
166,2g6tReTlM2Akp41g0HaeXN,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",239026,2022-05-13,2022,72,True,0.319,0.775,0.736,0.00116,0.127,-8.072,0.247,100.988,0.362,0,1
167,4pi1G1x8tl9VfdD9bL3maT,Big Energy,Latto,172540,2022-03-25,2022,61,True,0.0453,0.937,0.793,0.0,0.341,-4.431,0.115,106.022,0.794,0,11
168,3XOalgusokruzA5ZBA2Qcb,pushin P (feat. Young Thug),"Gunna, Future, Young Thug",136266,2022-01-13,2022,67,True,0.00783,0.773,0.422,0.00693,0.129,-4.572,0.187,77.502,0.488,0,1
169,1r8ZCjfrQxoy2wVaBUbpwg,THOUSAND MILES,The Kid LAROI,164781,2022-04-22,2022,65,True,0.0858,0.376,0.657,0.0,0.0884,-4.658,0.0768,80.565,0.203,1,7
170,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,153946,2022-12-08,2022,86,False,0.0521,0.644,0.735,0.144,0.161,-5.747,0.0391,88.98,0.418,1,8
171,0yLdNVWF3Srea0uzk55zFn,Flowers,Miley Cyrus,200454,2023-01-13,2023,23,False,0.0632,0.707,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,0.646,1,0
172,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,"The Weeknd, Ariana Grande",232857,2023-02-24,2023,73,False,0.232,0.531,0.525,0.0,0.441,-6.5,0.0671,66.9,0.502,0,1
173,3k79jB4aGmMDUQzEwa46Rz,vampire,Olivia Rodrigo,219724,2023-06-30,2023,16,True,0.148,0.484,0.53,0.0,0.283,-5.82,0.054,136.874,0.319,1,5
174,3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,131872,2023-09-15,2023,86,True,0.261,0.749,0.729,0.0,0.113,-3.19,0.0321,111.004,0.816,0,6
175,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",221520,2022-12-02,2022,81,True,0.391,0.716,0.613,0.0,0.0813,-6.018,0.0522,97.914,0.157,0,1
176,3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,137773,2023-09-15,2023,88,False,0.868,0.504,0.308,0.135,0.158,-14.958,0.0321,113.95,0.121,1,9
177,6dgUya35uo964z7GZXM07g,Nonsense,Sabrina Carpenter,163648,2022-07-15,2022,86,False,0.0268,0.74,0.697,0.0,0.224,-4.912,0.034,138.992,0.732,1,8
178,4xhsWYTOGcal8zt0J161CU,Lovin On Me,Jack Harlow,138411,2023-11-10,2023,80,True,0.0026,0.943,0.558,2.19e-06,0.0937,-4.911,0.0568,104.983,0.606,1,2
179,2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,231750,2023-08-04,2023,78,True,0.269,0.868,0.538,3.34e-06,0.0901,-8.603,0.174,99.968,0.732,1,5
180,6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,Travis Scott,211582,2023-07-28,2023,82,True,0.0186,0.927,0.619,0.0,0.104,-4.441,0.0539,117.995,0.817,0,5
181,6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,222369,2023-07-13,2023,85,False,0.953,0.391,0.084,0.0,0.0983,-17.843,0.0317,79.449,0.111,1,0
182,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,201800,2022-12-09,2022,86,True,0.141,0.559,0.551,0.0,0.11,-7.231,0.132,143.008,0.392,1,5
183,1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,178426,2019-08-23,2019,89,False,0.117,0.552,0.702,2.06e-05,0.105,-5.707,0.157,169.994,0.564,1,9
184,7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto),"Jung Kook, Latto",184400,2023-07-14,2023,80,True,0.301,0.788,0.841,0.0,0.0772,-3.955,0.0432,124.986,0.904,1,11
185,1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",176440,2022-04-22,2022,78,False,0.777,0.551,0.55,0.0,0.202,-5.339,0.0286,101.19,0.342,1,10
186,59uQI0PADDKeE6UZDTJEe8,Last Night,Morgan Wallen,163854,2023-01-31,2023,76,True,0.413,0.492,0.673,0.0,0.137,-5.431,0.0347,203.812,0.488,1,6
187,3dnP0JxCgygwQH9Gm7q7nb,Ella Baila Sola,"Eslabon Armado, Peso Pluma",165671,2023-03-16,2023,75,False,0.483,0.668,0.758,1.89e-05,0.0837,-5.176,0.0332,147.989,0.834,0,5
188,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap, Shakira",214945,2023-01-11,2023,77,False,0.281,0.842,0.745,2.61e-05,0.118,-4.231,0.0399,122.06,0.53,0,2
189,7KokYm8cMIXCsGVmUvKtqf,Karma,Taylor Swift,204852,2022-10-21,2022,76,True,0.062,0.64,0.619,0.0,0.475,-7.108,0.065,90.008,0.121,1,8
190,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",131013,2023-02-03,2023,72,True,0.252,0.696,0.809,0.000128,0.248,-8.254,0.05,132.962,0.857,1,5
191,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"David Guetta, Bebe Rexha",175238,2022-08-26,2022,85,True,0.00383,0.561,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0,7
192,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,"Drake, 21 Savage",239359,2022-11-04,2022,75,True,0.0517,0.549,0.518,1.21e-06,0.378,-9.39,0.257,160.07,0.418,0,4
193,6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",215466,2023-06-02,2023,82,True,0.0517,0.854,0.674,8.53e-05,0.509,-6.23,0.184,99.022,0.848,1,1
194,5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,162637,2022-05-26,2022,76,False,0.583,0.835,0.679,1.98e-06,0.218,-5.329,0.0364,124.98,0.85,0,7
195,5odlY52u43F5BjByhxg7wg,golden hour,JVKE,209259,2022-09-23,2022,77,False,0.653,0.515,0.593,0.162,0.25,-4.801,0.0322,94.467,0.153,1,4
196,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"Rema, Selena Gomez",239317,2022-08-25,2022,79,False,0.382,0.801,0.806,0.000669,0.114,-5.206,0.0381,106.999,0.802,1,11
197,2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,185552,2023-03-17,2023,85,True,0.0736,0.791,0.694,1.75e-06,0.0958,-4.332,0.0335,123.508,0.826,0,6
198,2i8f4VnnBjy0yDqH2C452a,bad idea right?,Olivia Rodrigo,184783,2023-08-11,2023,13,True,0.00174,0.631,0.88,4.52e-06,0.0639,-3.545,0.0999,129.994,0.808,1,9
199,7FbrGaHYVDmfr7KoLIZnQ7,Cupid - Twin Ver.,FIFTY FIFTY,174253,2023-02-24,2023,22,False,0.435,0.783,0.592,4.15e-06,0.347,-8.332,0.0331,120.018,0.726,0,11
200,1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,212953,2023-04-14,2023,82,False,0.83,0.508,0.43,0.000441,0.093,-9.475,0.0335,130.09,0.324,0,2
201,78Sw5GDo6AlGwTwanjXbGh,Here With Me,d4vd,242484,2022-09-22,2022,33,False,0.534,0.574,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,0.288,1,4
202,2i2gDpKKWjvnRTOZRhaPh2,Moonlight,Kali Uchis,187557,2023-02-24,2023,74,False,0.477,0.64,0.719,0.0,0.16,-6.452,0.0516,136.79,0.889,0,7
203,0DWdj2oZMBFSzRsi2Cvfzf,TQG,"KAROL G, Shakira",197933,2023-02-24,2023,81,True,0.619,0.587,0.647,0.0,0.106,-3.385,0.327,90.123,0.686,0,4
204,4MjDJD8cW7iVeWInc2Bdyj,MONACO,Bad Bunny,267194,2023-10-13,2023,77,True,0.15,0.787,0.621,0.000402,0.58,-5.009,0.068,139.056,0.13,0,4
205,2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",199920,2022-12-02,2022,82,True,0.189,0.573,0.668,4.01e-05,0.109,-4.356,0.0467,87.973,0.145,0,7
206,5WxVXxCMRnvxUKFq40ELwq,Escapism.,"RAYE, 070 Shake",272373,2022-11-25,2022,2,True,0.138,0.538,0.742,4.67e-05,0.0934,-5.355,0.114,96.107,0.25,1,2
207,5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,200255,2023-07-28,2023,84,False,0.0856,0.673,0.722,0.0,0.137,-3.495,0.0755,117.187,0.519,0,3
208,1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,176579,2023-05-25,2023,80,False,0.0207,0.671,0.845,0.0,0.329,-4.93,0.048,110.056,0.775,0,11
209,5w40ZYhbBMAlHYNDaVJIUu,Chemical,Post Malone,184013,2023-04-14,2023,75,True,0.00154,0.49,0.88,0.0,0.103,-4.856,0.0435,169.949,0.392,1,2
210,4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",227195,2023-08-25,2023,86,False,0.554,0.429,0.453,2e-06,0.102,-7.746,0.0459,77.639,0.155,1,0
211,1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,229477,2023-10-26,2023,75,False,0.0486,0.599,0.651,0.0,0.126,-7.343,0.035,100.001,0.153,1,0
212,7DswEZZthZ6piQpL25qGAM,On My Mama,Victoria Monét,184258,2023-08-25,2023,66,True,0.556,0.675,0.546,0.00441,0.167,-7.716,0.0511,77.415,0.607,0,4
213,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",180386,2017-07-21,2017,89,True,0.371,0.558,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,0.62,1,6
214,741UUVE2kuITl0c6zuqqbO,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua",109750,2023-06-23,2023,71,True,0.519,0.77,0.58,0.000127,0.233,-8.393,0.247,144.072,0.753,1,0
215,2FDTHlrBguDzQkp7PVj16Q,Sprinter,"Dave, Central Cee",229133,2023-06-01,2023,79,True,0.263,0.918,0.681,0.0,0.0615,-4.705,0.201,139.057,0.706,1,1
216,2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,"Yng Lvcas, Peso Pluma",234352,2023-03-17,2023,80,True,0.213,0.812,0.479,1.21e-06,0.0756,-5.678,0.333,169.922,0.559,0,2
217,5L3ecxQnQ9qTBmnLQiwf0C,K-POP,"Travis Scott, Bad Bunny, The Weeknd",185220,2023-07-21,2023,69,True,0.0386,0.814,0.618,3.34e-06,0.671,-5.614,0.0619,121.075,0.535,0,5
218,4OMJGnvZfDvsePyCwRGO7X,Houdini,Dua Lipa,185917,2023-11-09,2023,73,False,0.0036,0.744,0.789,0.00144,0.0947,-4.876,0.059,116.985,0.866,0,9
219,2gyxAWHebV7xPYVxqoi86f,get him back!,Olivia Rodrigo,211141,2023-09-08,2023,76,True,0.0143,0.553,0.847,0.0,0.561,-5.736,0.187,162.024,0.733,1,5
220,0QHEIqNKsMoOY5urbzN48u,Made You Look,Meghan Trainor,134256,2022-10-21,2022,80,False,0.34,0.834,0.522,1.59e-06,0.0783,-3.574,0.0703,145.035,0.854,1,10
221,5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,154666,2023-07-07,2023,78,False,0.18,0.776,0.817,3.44e-05,0.146,-6.018,0.0748,149.921,0.515,0,5
222,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,d4vd,132630,2022-07-20,2022,85,False,0.453,0.571,0.544,0.00805,0.322,-10.613,0.0299,132.052,0.216,1,6
